trade_id,entry_time,entry_price,exit_time,exit_price,side,leg,floating_max_usd,floating_min_usd,realised_pnl_usd,exit_reason
211,2026-04-13 19:40:00,4740.14,2026-04-13 19:40:00,4734.602,SHORT,B,3.0,-0.07,1.66,TP(fixed)
212,2026-04-13 19:45:00,4737.71,2026-04-13 20:05:00,4731.65,SHORT,A,3.64,-2.69,1.82,TP(leg A)
213,2026-04-13 19:45:00,4737.71,2026-04-13 20:05:00,4732.028,SHORT,B,3.64,-2.69,1.7,TP(fixed)
214,2026-04-14 19:55:00,4810.63,2026-04-14 20:00:00,4815.364,LONG,A,2.07,-0.4,1.42,TP(leg A)
215,2026-04-14 19:55:00,4810.63,2026-04-14 20:00:00,4815.66,LONG,B,2.07,-0.4,1.51,TP(fixed)
216,2026-04-15 16:50:00,4825.42,2026-04-15 17:00:00,4821.005,SHORT,A,1.46,-1.38,1.32,TP(leg A)
217,2026-04-15 16:50:00,4825.42,2026-04-15 17:00:00,4821.281,SHORT,B,1.46,-1.38,1.24,TP(fixed)
218,2026-04-15 19:25:00,4811.04,2026-04-15 19:35:00,4806.205,SHORT,A,1.5,-0.53,1.45,TP(leg A)
219,2026-04-15 19:25:00,4811.04,2026-04-15 19:35:00,4806.507,SHORT,B,1.5,-0.53,1.36,TP(fixed)
220,2026-04-16 14:55:00,4822.23,2026-04-16 14:55:00,4819.381,SHORT,A,1.52,-0.13,0.85,TP(leg A)
221,2026-04-16 14:55:00,4822.23,2026-04-16 14:55:00,4819.559,SHORT,B,1.52,-0.13,0.8,TP(fixed)
222,2026-04-17 14:45:00,4805.64,2026-04-17 14:45:00,4801.831,SHORT,A,2.19,-1.88,1.14,TP(leg A)
223,2026-04-17 14:45:00,4805.64,2026-04-17 14:45:00,4802.069,SHORT,B,2.19,-1.88,1.07,TP(fixed)
224,2026-04-20 14:55:00,4810.49,2026-04-20 14:55:00,4806.97,SHORT,A,1.29,-0.12,1.06,TP(leg A)
225,2026-04-20 14:55:00,4810.49,2026-04-20 14:55:00,4807.19,SHORT,B,1.29,-0.12,0.99,TP(fixed)
226,2026-04-20 15:00:00,4809.38,2026-04-20 15:05:00,4805.784,SHORT,A,1.88,-0.91,1.08,TP(leg A)
227,2026-04-20 15:00:00,4809.38,2026-04-20 15:05:00,4806.008,SHORT,B,1.88,-0.91,1.01,TP(fixed)
228,2026-04-20 15:20:00,4813.76,2026-04-20 15:25:00,4809.466,SHORT,A,2.94,-2.45,1.29,TP(leg A)
229,2026-04-20 15:20:00,4813.76,2026-04-20 15:25:00,4809.735,SHORT,B,2.94,-2.45,1.21,TP(fixed)
230,2026-04-20 18:50:00,4795.53,2026-04-20 19:00:00,4801.039,LONG,A,1.75,-0.45,1.65,TP(leg A)
231,2026-04-20 18:50:00,4795.53,2026-04-20 19:25:00,4801.383,LONG,B,1.82,-0.93,1.76,TP(fixed)
232,2026-04-23 15:30:00,4738.86,2026-04-23 15:30:00,4733.66,SHORT,A,1.63,-0.86,1.56,TP(leg A)
233,2026-04-23 15:30:00,4738.86,2026-04-23 15:30:00,4733.985,SHORT,B,1.63,-0.86,1.46,TP(fixed)
234,2026-04-23 15:35:00,4737.02,2026-04-23 15:45:00,4731.952,SHORT,A,1.54,-1.8,1.52,TP(leg A)
235,2026-04-23 15:35:00,4737.02,2026-04-23 15:45:00,4732.269,SHORT,B,1.54,-1.8,1.43,TP(fixed)
236,2026-04-23 15:55:00,4740.41,2026-04-23 16:00:00,4735.201,SHORT,A,3.0,-0.88,1.56,TP(leg A)
237,2026-04-23 15:55:00,4740.41,2026-04-23 16:00:00,4735.527,SHORT,B,3.0,-0.88,1.47,TP(fixed)
238,2026-04-23 17:05:00,4721.89,2026-04-23 17:05:00,4727.564,LONG,A,2.08,-0.68,1.7,TP(leg A)
239,2026-04-23 17:05:00,4721.89,2026-04-23 17:05:00,4727.919,LONG,B,2.08,-0.68,1.81,TP(fixed)
240,2026-04-23 20:20:00,4708.35,2026-04-23 20:25:00,4714.128,LONG,A,2.99,-1.0,1.73,TP(leg A)
241,2026-04-23 20:20:00,4708.35,2026-04-23 20:25:00,4714.489,LONG,B,2.99,-1.0,1.84,TP(fixed)
242,2026-04-24 15:45:00,4692.81,2026-04-24 15:45:00,4697.832,LONG,A,1.96,-0.74,1.51,TP(leg A)
243,2026-04-24 15:45:00,4692.81,2026-04-24 15:45:00,4698.145,LONG,B,1.96,-0.74,1.6,TP(fixed)
244,2026-04-24 15:50:00,4693.73,2026-04-24 15:55:00,4698.663,LONG,A,2.13,-1.0,1.48,TP(leg A)
245,2026-04-24 15:50:00,4693.73,2026-04-24 15:55:00,4698.971,LONG,B,2.13,-1.0,1.57,TP(fixed)
246,2026-04-24 18:30:00,4718.35,2026-04-24 18:30:00,4723.454,LONG,A,1.82,-0.13,1.53,TP(leg A)
247,2026-04-24 18:30:00,4718.35,2026-04-24 18:30:00,4723.773,LONG,B,1.82,-0.13,1.63,TP(fixed)
248,2026-04-24 18:35:00,4718.85,2026-04-24 18:40:00,4723.743,LONG,A,3.01,-1.28,1.47,TP(leg A)
249,2026-04-24 18:35:00,4718.85,2026-04-24 18:40:00,4724.048,LONG,B,3.01,-1.28,1.56,TP(fixed)
250,2026-04-24 20:30:00,4720.96,2026-04-24 20:35:00,4724.715,LONG,A,1.25,-0.7,1.13,TP(leg A)
251,2026-04-24 20:30:00,4720.96,2026-04-24 20:35:00,4724.949,LONG,B,1.25,-0.7,1.2,TP(fixed)
252,2026-04-27 13:30:00,4707.12,2026-04-27 13:30:00,4704.351,SHORT,A,0.85,-0.25,0.83,TP(leg A)
253,2026-04-27 13:30:00,4707.12,2026-04-27 13:30:00,4704.524,SHORT,B,0.85,-0.25,0.78,TP(fixed)
254,2026-04-27 13:35:00,4708.1,2026-04-27 13:35:00,4705.296,SHORT,A,0.87,-0.36,0.84,TP(leg A)
255,2026-04-27 13:35:00,4708.1,2026-04-27 13:35:00,4705.471,SHORT,B,0.87,-0.36,0.79,TP(fixed)
256,2026-04-27 13:40:00,4708.82,2026-04-27 14:00:00,4706.085,SHORT,A,1.09,-0.68,0.82,TP(leg A)
257,2026-04-27 13:40:00,4708.82,2026-04-27 14:00:00,4706.256,SHORT,B,1.09,-0.68,0.77,TP(fixed)
258,2026-04-27 15:10:00,4708.76,2026-04-27 15:10:00,4705.775,SHORT,A,1.46,-0.11,0.9,TP(leg A)
259,2026-04-27 15:10:00,4708.76,2026-04-27 15:10:00,4705.962,SHORT,B,1.46,-0.11,0.84,TP(fixed)
260,2026-04-27 20:30:00,4684.73,2026-04-27 20:30:00,4681.115,SHORT,A,1.74,-0.22,1.08,TP(leg A)
261,2026-04-27 20:30:00,4684.73,2026-04-27 20:30:00,4681.341,SHORT,B,1.74,-0.22,1.02,TP(fixed)
262,2026-04-29 13:30:00,4573.34,2026-04-29 13:40:00,4569.224,SHORT,A,2.18,-0.98,1.23,TP(leg A)
263,2026-04-29 13:30:00,4573.34,2026-04-29 13:40:00,4569.481,SHORT,B,2.18,-0.98,1.16,TP(fixed)
264,2026-04-29 19:20:00,4562.29,2026-04-29 19:30:00,4556.651,SHORT,A,3.76,-0.67,1.69,TP(leg A)
265,2026-04-29 19:20:00,4562.29,2026-04-29 19:30:00,4557.004,SHORT,B,3.76,-0.67,1.59,TP(fixed)
266,2026-04-30 16:50:00,4614.35,2026-04-30 16:50:00,4620.034,LONG,A,1.71,-0.84,1.71,TP(leg A)
267,2026-04-30 16:55:00,4611.19,2026-04-30 16:55:00,4614.119,LONG,C,1.04,-0.2,0.88,TP(fixed)
268,2026-04-30 16:50:00,4614.35,2026-04-30 17:00:00,4620.39,LONG,B,3.18,-1.42,1.81,TP(fixed)
269,2026-05-01 13:20:00,4571.15,2026-05-01 13:35:00,4567.933,SHORT,A,1.14,-1.42,0.97,TP(leg A)
270,2026-05-01 13:20:00,4571.15,2026-05-01 13:35:00,4568.134,SHORT,B,1.14,-1.42,0.9,TP(fixed)
271,2026-05-01 15:25:00,4602.6,2026-05-01 15:25:00,4598.083,SHORT,A,1.66,-1.39,1.36,TP(leg A)
272,2026-05-01 15:25:00,4602.6,2026-05-01 15:25:00,4598.365,SHORT,B,1.66,-1.39,1.27,TP(fixed)
273,2026-05-01 15:30:00,4597.39,2026-05-01 15:40:00,4592.787,SHORT,A,2.57,-1.69,1.38,TP(leg A)
274,2026-05-01 15:30:00,4597.39,2026-05-01 15:40:00,4593.075,SHORT,B,2.57,-1.69,1.29,TP(fixed)
275,2026-05-05 13:25:00,4548.35,2026-05-05 13:25:00,4551.541,LONG,A,1.27,-0.55,0.96,TP(leg A)
276,2026-05-05 13:25:00,4548.35,2026-05-05 13:25:00,4551.741,LONG,B,1.27,-0.55,1.02,TP(fixed)
277,2026-05-05 13:40:00,4545.59,2026-05-05 13:40:00,4549.057,LONG,A,1.63,-0.43,1.04,TP(leg A)
278,2026-05-05 13:40:00,4545.59,2026-05-05 13:40:00,4549.274,LONG,B,1.63,-0.43,1.11,TP(fixed)
279,2026-05-05 13:45:00,4544.89,2026-05-05 14:05:00,4548.211,LONG,A,1.53,-1.52,1.0,TP(leg A)
280,2026-05-05 13:45:00,4544.89,2026-05-05 14:05:00,4548.419,LONG,B,1.53,-1.52,1.06,TP(fixed)
281,2026-05-05 19:35:00,4556.47,2026-05-05 19:50:00,4560.305,LONG,A,1.24,-0.21,1.15,TP(leg A)
282,2026-05-05 19:35:00,4556.47,2026-05-05 19:50:00,4560.544,LONG,B,1.24,-0.21,1.22,TP(fixed)
283,2026-05-05 20:05:00,4555.37,2026-05-05 20:05:00,4558.941,LONG,A,1.37,-0.52,1.07,TP(leg A)
284,2026-05-05 20:05:00,4555.37,2026-05-05 20:05:00,4559.164,LONG,B,1.37,-0.52,1.14,TP(fixed)
285,2026-05-06 19:05:00,4683.77,2026-05-06 19:25:00,4688.668,LONG,A,1.47,-0.77,1.47,TP(leg A)
286,2026-05-06 19:05:00,4683.77,2026-05-06 19:30:00,4688.974,LONG,B,2.03,-0.77,1.56,TP(fixed)
287,2026-05-06 20:15:00,4682.06,2026-05-06 20:15:00,4686.031,LONG,A,1.28,-0.16,1.19,TP(leg A)
288,2026-05-06 20:15:00,4682.06,2026-05-06 20:15:00,4686.279,LONG,B,1.28,-0.16,1.27,TP(fixed)
289,2026-05-06 20:20:00,4681.99,2026-05-06 21:10:00,4685.85,LONG,A,1.67,-0.87,1.16,TP(leg A)
290,2026-05-06 20:20:00,4681.99,2026-05-06 21:10:00,4686.091,LONG,B,1.67,-0.87,1.23,TP(fixed)
291,2026-05-07 19:15:00,4706.49,2026-05-07 19:15:00,4712.328,LONG,A,2.65,-0.72,1.75,TP(leg A)
292,2026-05-07 19:15:00,4706.49,2026-05-07 19:15:00,4712.693,LONG,B,2.65,-0.72,1.86,TP(fixed)
293,2026-05-08 15:20:00,4706.47,2026-05-08 15:25:00,4710.332,LONG,A,1.25,-0.48,1.16,TP(leg A)
294,2026-05-08 15:20:00,4706.47,2026-05-08 15:25:00,4710.574,LONG,B,1.25,-0.48,1.23,TP(fixed)
295,2026-05-11 14:35:00,4674.21,2026-05-11 14:35:00,4670.916,SHORT,A,1.46,-0.26,0.99,TP(leg A)
296,2026-05-11 14:35:00,4674.21,2026-05-11 14:35:00,4671.122,SHORT,B,1.46,-0.26,0.93,TP(fixed)
297,2026-05-11 14:40:00,4673.62,2026-05-11 14:50:00,4670.38,SHORT,A,1.27,-0.9,0.97,TP(leg A)
298,2026-05-11 14:40:00,4673.62,2026-05-11 14:50:00,4670.583,SHORT,B,1.27,-0.9,0.91,TP(fixed)
299,2026-05-11 15:35:00,4695.23,2026-05-11 15:40:00,4690.761,SHORT,A,1.44,-0.65,1.34,TP(leg A)
300,2026-05-11 15:35:00,4695.23,2026-05-11 15:40:00,4691.041,SHORT,B,1.44,-0.65,1.26,TP(fixed)
301,2026-05-11 19:45:00,4714.6,2026-05-11 20:05:00,4719.073,LONG,A,1.37,-1.79,1.34,TP(leg A)
302,2026-05-11 19:45:00,4714.6,2026-05-11 20:20:00,4719.353,LONG,B,1.74,-1.79,1.43,TP(fixed)
303,2026-05-13 13:05:00,4708.47,2026-05-13 13:05:00,4704.88,SHORT,A,2.89,-0.56,1.08,TP(leg A)
304,2026-05-13 13:05:00,4708.47,2026-05-13 13:05:00,4705.105,SHORT,B,2.89,-0.56,1.01,TP(fixed)
305,2026-05-13 16:15:00,4691.72,2026-05-13 16:15:00,4687.364,SHORT,A,1.62,-0.05,1.31,TP(leg A)
306,2026-05-13 16:15:00,4691.72,2026-05-13 16:15:00,4687.636,SHORT,B,1.62,-0.05,1.23,TP(fixed)
307,2026-05-13 16:20:00,4693.75,2026-05-13 16:25:00,4689.45,SHORT,A,1.73,-0.26,1.29,TP(leg A)
308,2026-05-13 16:20:00,4693.75,2026-05-13 16:25:00,4689.718,SHORT,B,1.73,-0.26,1.21,TP(fixed)
309,2026-05-13 19:20:00,4705.81,2026-05-13 19:20:00,4701.369,SHORT,A,2.15,-1.11,1.33,TP(leg A)
310,2026-05-13 19:20:00,4705.81,2026-05-13 19:20:00,4701.646,SHORT,B,2.15,-1.11,1.25,TP(fixed)
311,2026-05-13 19:25:00,4706.75,2026-05-13 19:30:00,4702.551,SHORT,B,1.31,-0.97,1.26,TP(fixed)
312,2026-05-13 19:25:00,4706.75,2026-05-13 19:35:00,4702.271,SHORT,A,1.52,-0.97,1.34,TP(leg A)
313,2026-05-14 20:00:00,4680.74,2026-05-14 20:25:00,4677.081,SHORT,A,1.29,-0.6,1.1,TP(leg A)
314,2026-05-14 20:00:00,4680.74,2026-05-14 20:25:00,4677.31,SHORT,B,1.29,-0.6,1.03,TP(fixed)
315,2026-05-15 13:10:00,4560.89,2026-05-15 13:25:00,4554.807,SHORT,A,2.81,-0.65,1.82,TP(leg A)
316,2026-05-15 13:10:00,4560.89,2026-05-15 13:25:00,4555.187,SHORT,B,2.81,-0.65,1.71,TP(fixed)
317,2026-05-15 13:50:00,4568.54,2026-05-15 13:50:00,4562.488,SHORT,A,3.39,-1.23,1.82,TP(leg A)
318,2026-05-15 13:50:00,4568.54,2026-05-15 13:50:00,4562.867,SHORT,B,3.39,-1.23,1.7,TP(fixed)
319,2026-05-15 13:55:00,4565.86,2026-05-15 14:25:00,4559.919,SHORT,A,2.07,-1.24,1.78,TP(leg A)
320,2026-05-15 13:55:00,4565.86,2026-05-15 14:25:00,4560.291,SHORT,B,2.07,-1.24,1.67,TP(fixed)
321,2026-05-15 20:30:00,4562.65,2026-05-15 20:30:00,4557.818,SHORT,A,1.53,-0.16,1.45,TP(leg A)
322,2026-05-15 20:30:00,4562.65,2026-05-15 20:30:00,4558.12,SHORT,B,1.53,-0.16,1.36,TP(fixed)
323,2026-05-15 20:35:00,4563.23,2026-05-15 20:50:00,4558.545,SHORT,A,1.49,-0.08,1.41,TP(leg A)
324,2026-05-15 20:35:00,4563.23,2026-05-15 20:50:00,4558.838,SHORT,B,1.49,-0.08,1.32,TP(fixed)
325,2026-05-18 14:40:00,4561.87,2026-05-18 14:40:00,4556.415,SHORT,A,3.01,-1.49,1.64,TP(leg A)
326,2026-05-18 14:40:00,4561.87,2026-05-18 14:40:00,4556.756,SHORT,B,3.01,-1.49,1.53,TP(fixed)
327,2026-05-18 19:25:00,4537.07,2026-05-18 19:25:00,4542.685,LONG,A,2.85,-0.9,1.68,TP(leg A)
328,2026-05-18 19:25:00,4537.07,2026-05-18 19:25:00,4543.036,LONG,B,2.85,-0.9,1.79,TP(fixed)
329,2026-05-20 14:25:00,4500.61,2026-05-20 14:25:00,4497.069,SHORT,A,1.34,-0.32,1.06,TP(leg A)
330,2026-05-20 14:25:00,4500.61,2026-05-20 14:25:00,4497.291,SHORT,B,1.34,-0.32,1.0,TP(fixed)
331,2026-05-20 17:10:00,4477.21,2026-05-20 17:15:00,4481.915,LONG,A,7.86,-3.11,1.41,TP(leg A)
332,2026-05-20 17:10:00,4477.21,2026-05-20 17:15:00,4482.209,LONG,B,7.86,-3.11,1.5,TP(fixed)
333,2026-05-20 19:20:00,4526.58,2026-05-20 19:40:00,4532.091,LONG,A,2.1,-0.74,1.65,TP(leg A)
334,2026-05-20 19:20:00,4526.58,2026-05-20 19:40:00,4532.435,LONG,B,2.1,-0.74,1.76,TP(fixed)
335,2026-05-21 15:05:00,4517.87,2026-05-21 15:05:00,4513.781,SHORT,A,1.39,-0.13,1.23,TP(leg A)
336,2026-05-21 15:05:00,4517.87,2026-05-21 15:05:00,4514.036,SHORT,B,1.39,-0.13,1.15,TP(fixed)
337,2026-05-21 20:45:00,4553.01,2026-05-21 20:45:00,4547.713,SHORT,A,2.46,-0.15,1.59,TP(leg A)
338,2026-05-21 20:45:00,4553.01,2026-05-21 20:45:00,4548.044,SHORT,B,2.46,-0.15,1.49,TP(fixed)
339,2026-05-22 13:05:00,4535.52,2026-05-22 13:05:00,4531.886,SHORT,A,1.75,-0.4,1.09,TP(leg A)
340,2026-05-22 13:05:00,4535.52,2026-05-22 13:05:00,4532.113,SHORT,B,1.75,-0.4,1.02,TP(fixed)
341,2026-05-22 15:15:00,4533.07,2026-05-22 15:15:00,4529.233,SHORT,A,2.29,-0.7,1.15,TP(leg A)
342,2026-05-22 15:15:00,4533.07,2026-05-22 15:15:00,4529.473,SHORT,B,2.29,-0.7,1.08,TP(fixed)
343,2026-05-22 19:25:00,4523.47,2026-05-22 19:35:00,4519.872,SHORT,A,1.36,-0.96,1.08,TP(leg A)
344,2026-05-22 19:25:00,4523.47,2026-05-22 19:35:00,4520.097,SHORT,B,1.36,-0.96,1.01,TP(fixed)
345,2026-05-25 15:10:00,4556.96,2026-05-25 15:10:00,4559.682,LONG,A,1.34,-0.22,0.82,TP(leg A)
346,2026-05-25 15:10:00,4556.96,2026-05-25 15:10:00,4559.853,LONG,B,1.34,-0.22,0.87,TP(fixed)
347,2026-05-25 15:15:00,4554.49,2026-05-25 15:25:00,4557.203,LONG,A,1.82,-0.48,0.81,TP(leg A)
348,2026-05-25 15:15:00,4554.49,2026-05-25 15:25:00,4557.373,LONG,B,1.82,-0.48,0.86,TP(fixed)
349,2026-05-26 13:30:00,4537.89,2026-05-26 13:30:00,4533.958,SHORT,A,1.37,-0.16,1.18,TP(leg A)
350,2026-05-26 13:30:00,4537.89,2026-05-26 13:30:00,4534.204,SHORT,B,1.37,-0.16,1.11,TP(fixed)
351,2026-05-26 13:45:00,4537.76,2026-05-26 13:45:00,4533.927,SHORT,A,1.44,-0.01,1.15,TP(leg A)
352,2026-05-26 13:45:00,4537.76,2026-05-26 13:45:00,4534.166,SHORT,B,1.44,-0.01,1.08,TP(fixed)
353,2026-05-27 19:45:00,4451.9,2026-05-27 20:00:00,4447.734,SHORT,A,1.49,-0.41,1.25,TP(leg A)
354,2026-05-27 19:45:00,4451.9,2026-05-27 20:00:00,4447.994,SHORT,B,1.49,-0.41,1.17,TP(fixed)
355,2026-05-28 15:55:00,4431.71,2026-05-28 15:55:00,4426.081,SHORT,A,3.59,-0.44,1.69,TP(leg A)
356,2026-05-28 15:55:00,4431.71,2026-05-28 15:55:00,4426.433,SHORT,B,3.59,-0.44,1.58,TP(fixed)
357,2026-05-28 16:00:00,4432.33,2026-05-28 16:05:00,4426.666,SHORT,A,1.88,-1.93,1.7,TP(leg A)
358,2026-05-28 16:00:00,4432.33,2026-05-28 16:05:00,4427.02,SHORT,B,1.88,-1.93,1.59,TP(fixed)
359,2026-05-28 16:15:00,4431.33,2026-05-28 16:15:00,4425.819,SHORT,B,1.68,-0.18,1.65,TP(fixed)
360,2026-05-28 16:15:00,4431.33,2026-05-28 16:30:00,4425.452,SHORT,A,3.89,-0.84,1.76,TP(leg A)
361,2026-05-29 14:25:00,4528.37,2026-05-29 14:25:00,4531.913,LONG,A,1.08,-0.44,1.06,TP(leg A)
362,2026-05-29 14:30:00,4527.4,2026-05-29 14:40:00,4529.233,LONG,C,1.18,-0.51,0.55,TP(fixed)
363,2026-05-29 14:25:00,4528.37,2026-05-29 14:45:00,4532.134,LONG,B,1.61,-0.8,1.13,TP(fixed)
364,2026-05-29 15:40:00,4514.6,2026-05-29 15:50:00,4518.722,LONG,A,1.52,-0.62,1.24,TP(leg A)
365,2026-05-29 15:40:00,4514.6,2026-05-29 15:50:00,4518.979,LONG,B,1.52,-0.62,1.31,TP(fixed)
366,2026-06-01 18:30:00,4476.9,2026-06-01 18:30:00,4471.326,SHORT,A,2.72,-0.47,1.67,TP(leg A)
367,2026-06-01 18:30:00,4476.9,2026-06-01 18:30:00,4471.674,SHORT,B,2.72,-0.47,1.57,TP(fixed)
368,2026-06-01 18:35:00,4476.43,2026-06-01 18:40:00,4471.279,SHORT,B,1.59,-0.91,1.55,TP(fixed)
369,2026-06-01 18:35:00,4476.43,2026-06-01 18:45:00,4470.936,SHORT,A,2.4,-0.91,1.65,TP(leg A)
370,2026-06-02 15:10:00,4526.69,2026-06-02 15:20:00,4529.145,LONG,A,1.68,-0.85,0.74,TP(leg A)
371,2026-06-02 15:10:00,4526.69,2026-06-02 15:20:00,4529.298,LONG,B,1.68,-0.85,0.78,TP(fixed)
372,2026-06-02 15:50:00,4515.41,2026-06-02 15:50:00,4519.108,LONG,A,1.79,-0.38,1.11,TP(leg A)
373,2026-06-02 15:50:00,4515.41,2026-06-02 15:50:00,4519.339,LONG,B,1.79,-0.38,1.18,TP(fixed)
374,2026-06-02 15:55:00,4514.81,2026-06-02 16:00:00,4518.479,LONG,A,1.79,-0.51,1.1,TP(leg A)
375,2026-06-02 15:55:00,4514.81,2026-06-02 16:00:00,4518.708,LONG,B,1.79,-0.51,1.17,TP(fixed)
376,2026-06-03 13:15:00,4463.76,2026-06-03 13:20:00,4458.587,SHORT,A,1.84,-0.51,1.55,TP(leg A)
377,2026-06-03 13:15:00,4463.76,2026-06-03 13:20:00,4458.91,SHORT,B,1.84,-0.51,1.45,TP(fixed)
378,2026-06-03 20:00:00,4444.42,2026-06-03 20:20:00,4440.673,SHORT,A,1.32,-1.13,1.12,TP(leg A)
379,2026-06-03 20:00:00,4444.42,2026-06-03 20:20:00,4440.907,SHORT,B,1.32,-1.13,1.05,TP(fixed)
380,2026-06-04 17:45:00,4466.45,2026-06-04 17:45:00,4472.254,LONG,A,2.58,-0.5,1.74,TP(leg A)
381,2026-06-04 17:45:00,4466.45,2026-06-04 17:45:00,4472.617,LONG,B,2.58,-0.5,1.85,TP(fixed)
382,2026-06-05 20:35:00,4344.48,2026-06-05 20:45:00,4338.995,SHORT,A,2.13,-0.73,1.65,TP(leg A)
383,2026-06-05 20:35:00,4344.48,2026-06-05 20:45:00,4339.338,SHORT,B,2.13,-0.73,1.54,TP(fixed)
384,2026-06-08 14:55:00,4331.06,2026-06-08 14:55:00,4325.349,SHORT,A,1.74,-0.49,1.71,TP(leg A)
385,2026-06-08 14:55:00,4331.06,2026-06-08 14:55:00,4325.706,SHORT,B,1.74,-0.49,1.61,TP(fixed)
386,2026-06-08 15:35:00,4333.44,2026-06-08 15:35:00,4327.937,SHORT,A,1.82,-0.17,1.65,TP(leg A)
387,2026-06-08 15:35:00,4333.44,2026-06-08 15:35:00,4328.281,SHORT,B,1.82,-0.17,1.55,TP(fixed)
388,2026-06-08 15:40:00,4335.61,2026-06-08 15:40:00,4329.866,SHORT,A,2.15,-1.18,1.72,TP(leg A)
389,2026-06-08 15:40:00,4335.61,2026-06-08 15:40:00,4330.225,SHORT,B,2.15,-1.18,1.62,TP(fixed)
390,2026-06-08 16:35:00,4340.96,2026-06-08 16:35:00,4335.031,SHORT,A,2.56,-1.6,1.78,TP(leg A)
391,2026-06-08 16:35:00,4340.96,2026-06-08 16:35:00,4335.402,SHORT,B,2.56,-1.6,1.67,TP(fixed)
392,2026-06-08 20:20:00,4335.98,2026-06-08 20:20:00,4340.044,LONG,A,1.34,-0.23,1.22,TP(leg A)
393,2026-06-08 20:20:00,4335.98,2026-06-08 20:20:00,4340.298,LONG,B,1.34,-0.23,1.3,TP(fixed)
394,2026-06-09 16:40:00,4330.39,2026-06-09 16:45:00,4334.296,LONG,A,9.83,-1.64,1.17,TP(leg A)
395,2026-06-09 16:40:00,4330.39,2026-06-09 16:45:00,4334.54,LONG,B,9.83,-1.64,1.25,TP(fixed)
396,2026-06-10 20:00:00,4132.07,2026-06-10 20:00:00,4124.646,SHORT,A,3.3,-0.79,2.23,TP(leg A)
397,2026-06-10 20:00:00,4132.07,2026-06-10 20:00:00,4125.11,SHORT,B,3.3,-0.79,2.09,TP(fixed)
398,2026-06-11 16:00:00,4083.55,2026-06-11 16:10:00,4076.917,SHORT,A,3.44,-0.79,1.99,TP(leg A)
399,2026-06-11 16:00:00,4083.55,2026-06-11 16:10:00,4077.332,SHORT,B,3.44,-0.79,1.87,TP(fixed)
400,2026-06-12 13:25:00,4207.13,2026-06-12 13:25:00,4212.259,LONG,A,2.13,-1.38,1.54,TP(leg A)
401,2026-06-12 13:25:00,4207.13,2026-06-12 13:25:00,4212.58,LONG,B,2.13,-1.38,1.63,TP(fixed)
402,2026-06-12 14:25:00,4202.93,2026-06-12 14:25:00,4207.419,LONG,A,2.17,-0.22,1.35,TP(leg A)
403,2026-06-12 14:25:00,4202.93,2026-06-12 14:25:00,4207.7,LONG,B,2.17,-0.22,1.43,TP(fixed)
404,2026-06-12 14:30:00,4200.08,2026-06-12 14:40:00,4204.542,LONG,A,3.06,-0.78,1.34,TP(leg A)
405,2026-06-12 14:30:00,4200.08,2026-06-12 14:40:00,4204.821,LONG,B,3.06,-0.78,1.42,TP(fixed)
406,2026-06-12 15:35:00,4193.2,2026-06-12 15:35:00,4197.864,LONG,A,2.32,-0.4,1.4,TP(leg A)
407,2026-06-12 15:35:00,4193.2,2026-06-12 15:35:00,4198.156,LONG,B,2.32,-0.4,1.49,TP(fixed)
408,2026-06-12 15:50:00,4194.03,2026-06-12 15:50:00,4198.849,LONG,A,1.88,-0.19,1.45,TP(leg A)
409,2026-06-12 15:50:00,4194.03,2026-06-12 15:50:00,4199.15,LONG,B,1.88,-0.19,1.54,TP(fixed)
410,2026-06-12 15:55:00,4192.06,2026-06-12 16:00:00,4196.867,LONG,A,1.73,-1.6,1.44,TP(leg A)
411,2026-06-12 15:55:00,4192.06,2026-06-12 16:00:00,4197.167,LONG,B,1.73,-1.6,1.53,TP(fixed)
412,2026-06-12 16:55:00,4187.02,2026-06-12 17:00:00,4193.462,LONG,A,3.3,-1.15,1.93,TP(leg A)
413,2026-06-12 16:55:00,4187.02,2026-06-12 17:00:00,4193.865,LONG,B,3.3,-1.15,2.05,TP(fixed)
414,2026-06-16 14:35:00,4339.13,2026-06-16 15:00:00,4341.866,LONG,A,0.99,-1.22,0.82,TP(leg A)
415,2026-06-16 14:35:00,4339.13,2026-06-16 15:00:00,4342.037,LONG,B,0.99,-1.22,0.87,TP(fixed)
416,2026-06-16 20:15:00,4331.68,2026-06-16 20:15:00,4335.282,LONG,A,1.35,-0.27,1.08,TP(leg A)
417,2026-06-16 20:15:00,4331.68,2026-06-16 20:15:00,4335.507,LONG,B,1.35,-0.27,1.15,TP(fixed)
418,2026-06-16 20:20:00,4328.98,2026-06-16 20:25:00,4332.697,LONG,A,1.81,-1.09,1.12,TP(leg A)
419,2026-06-16 20:20:00,4328.98,2026-06-16 20:25:00,4332.929,LONG,B,1.81,-1.09,1.18,TP(fixed)
420,2026-06-17 13:45:00,4332.61,2026-06-17 14:00:00,4330.037,SHORT,A,1.26,-0.77,0.77,TP(leg A)
421,2026-06-17 13:45:00,4332.61,2026-06-17 14:00:00,4330.198,SHORT,B,1.26,-0.77,0.72,TP(fixed)
422,2026-06-17 15:35:00,4330.64,2026-06-17 16:05:00,4327.688,SHORT,A,1.97,-1.52,0.89,TP(leg A)
