timeframe,candidate_count,candidate_count_score,positive_label_ratio_proxy,temporal_diversity,regime_diversity,class_balance_proxy,oos_balance_proxy,ml_readiness_score,strategy_name,exit_model,parameter_set_id
M5,8301,1.0,0.5107818335140345,1.0,0.0,0.9950608360438502,0.2488340604784113,0.6387406011811461,trend_pullback,fixed_tp_plus_mr,4b4a887bdd56
M15,1825,1.0,0.6476712328767124,1.0,0.0,0.9534246575342467,0.2551581843191197,0.6608216728533475,trend_pullback,fixed_tp,43cff59d6c97
M15,2533,1.0,0.6652191077773392,1.0,0.0,0.957757599684169,0.2576961271102284,0.6653618805746274,trend_pullback,fixed_tp,dbf9419b4cb1
M15,2449,1.0,0.6672111065741119,1.0,0.0,0.9563086974275214,0.2571868583162218,0.6654665546763838,trend_pullback,fixed_tp,a68dae4ed4a7
M15,2102,1.0,0.6674595623215985,1.0,0.0,0.9562321598477641,0.25642558278541544,0.6653905738592967,trend_pullback,fixed_tp,7034af6b1d32
M15,2533,1.0,0.6731148835373075,1.0,0.0,0.957757599684169,0.2576961271102284,0.6669410357266211,trend_pullback,fixed_tp,0e967e7f68f3
M15,2247,1.0,0.7000445037828216,1.0,0.0,0.9586114819759679,0.25811870100783874,0.6725184282041353,trend_pullback,fixed_tp,e911fa44f426
M15,2449,1.0,0.6721110657411188,1.0,0.0,0.9563086974275214,0.2571868583162218,0.6664465465097853,trend_pullback,fixed_tp,419cfec41a42
M15,1976,1.0,0.6756072874493927,1.0,0.0,0.9595141700404859,0.2522179974651457,0.6668812826157233,trend_pullback,fixed_tp,c594fceb006d
M15,2247,1.0,0.6773475745438362,1.0,0.0,0.9586114819759679,0.25811870100783874,0.6679790423563382,trend_pullback,fixed_tp,d6b13a7fd4cb
